Pure Essence Reino,Sin Filtro,Negro,Normal,False,1.36,1.66,Reino Unido Tabacco Co. 2,6.5,2.0,10,20
Gold Leaf Reino,Sin Filtro,Rubio,Normal,True,1.45,10.87,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Royal Blend Reino,Con Filtro,Negro,Normal,True,0.89,1.99,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Mountain Mist Reino,Con Filtro,Negro,Normal,True,1.11,13.41,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Ocean Breeze Reino,Sin Filtro,Rubio,Normal,False,0.19,10.74,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Urban Classic Reino,Sin Filtro,Negro,Normal,False,0.54,1.84,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Rubio,Normal,False,0.22,5.5,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Rubio,Normal,True,1.36,5.73,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Silver Lining Reino,Sin Filtro,Negro,Normal,True,1.43,3.16,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Amber Haze Reino,Sin Filtro,Rubio,Normal,True,0.77,10.62,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Pure Essence Reino,Con Filtro,Rubio,Normal,False,1.04,9.29,Reino Unido Tabacco Co. 3,6.5,2.0,10,20
Gold Leaf Reino,Sin Filtro,Rubio,Normal,True,0.87,3.19,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Royal Blend Reino,Sin Filtro,Rubio,Normal,True,0.4,5.64,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Mountain Mist Reino,Sin Filtro,Rubio,Normal,True,0.35,3.96,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Ocean Breeze Reino,Con Filtro,Negro,Normal,False,0.62,2.77,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Urban Classic Reino,Con Filtro,Rubio,Normal,True,1.25,2.99,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Negro,Normal,True,0.39,9.03,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Negro,Normal,False,1.46,2.83,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Silver Lining Reino,Con Filtro,Negro,Normal,True,1.26,6.72,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Amber Haze Reino,Sin Filtro,Negro,Normal,False,0.65,3.49,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Pure Essence Reino,Con Filtro,Rubio,Normal,False,1.11,13.5,Reino Unido Tabacco Co. 4,6.5,2.0,10,20
Gold Leaf Reino,Con Filtro,Rubio,Normal,True,1.18,8.56,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Royal Blend Reino,Con Filtro,Negro,Normal,True,1.34,6.67,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Mountain Mist Reino,Sin Filtro,Rubio,Normal,False,0.59,13.99,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Ocean Breeze Reino,Sin Filtro,Negro,Normal,False,1.43,9.89,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Urban Classic Reino,Con Filtro,Negro,Normal,False,1.25,8.88,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Rubio,Normal,False,0.23,3.95,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Rubio,Normal,True,1.08,13.01,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Silver Lining Reino,Con Filtro,Rubio,Light,False,1.37,4.72,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Amber Haze Reino,Con Filtro,Rubio,Normal,False,1.06,5.97,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Pure Essence Reino,Sin Filtro,Rubio,Normal,False,0.64,13.5,Reino Unido Tabacco Co. 5,6.5,2.0,10,20
Gold Leaf Reino,Sin Filtro,Rubio,Normal,True,0.86,12.97,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Royal Blend Reino,Con Filtro,Rubio,SuperLight,False,0.12,1.44,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Mountain Mist Reino,Sin Filtro,Rubio,Normal,True,1.26,3.82,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Ocean Breeze Reino,Sin Filtro,Negro,Normal,True,1.14,8.55,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Urban Classic Reino,Sin Filtro,Negro,Normal,True,0.38,5.77,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Midnight Silk Reino,Con Filtro,Rubio,Normal,True,0.54,6.66,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Highland Peak Reino,Con Filtro,Rubio,Normal,True,0.52,2.76,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Silver Lining Reino,Sin Filtro,Rubio,Normal,True,1.5,12.61,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Amber Haze Reino,Con Filtro,Negro,UltraLight,False,0.25,1.89,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Pure Essence Reino,Con Filtro,Negro,Normal,True,1.07,9.95,Reino Unido Tabacco Co. 6,6.5,2.0,10,20
Gold Leaf Reino,Con Filtro,Rubio,Normal,True,0.21,7.19,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Royal Blend Reino,Con Filtro,Rubio,SuperLight,False,0.69,9.03,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Mountain Mist Reino,Con Filtro,Negro,Normal,True,0.12,6.32,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Ocean Breeze Reino,Sin Filtro,Rubio,Normal,True,0.91,10.56,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Urban Classic Reino,Con Filtro,Rubio,SuperLight,False,0.1,5.44,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Rubio,Normal,False,1.4,1.69,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Highland Peak Reino,Con Filtro,Rubio,Normal,True,1.2,9.7,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Silver Lining Reino,Con Filtro,Negro,Normal,True,0.36,8.48,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Amber Haze Reino,Sin Filtro,Negro,Normal,True,1.45,6.38,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Pure Essence Reino,Sin Filtro,Negro,Normal,False,0.4,4.93,Reino Unido Tabacco Co. 7,6.5,2.0,10,20
Gold Leaf Reino,Sin Filtro,Negro,Normal,False,1.35,13.62,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Royal Blend Reino,Sin Filtro,Negro,Normal,True,0.19,2.09,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Mountain Mist Reino,Con Filtro,Negro,Light,False,1.29,4.86,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Ocean Breeze Reino,Sin Filtro,Negro,Normal,True,0.12,3.82,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Urban Classic Reino,Con Filtro,Negro,Normal,True,0.28,8.21,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Midnight Silk Reino,Sin Filtro,Rubio,Normal,False,0.66,5.12,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Rubio,Normal,True,0.49,12.95,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Silver Lining Reino,Sin Filtro,Rubio,Normal,True,0.55,8.07,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Amber Haze Reino,Sin Filtro,Rubio,Normal,True,0.23,13.85,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Pure Essence Reino,Sin Filtro,Negro,Normal,True,1.13,4.68,Reino Unido Tabacco Co. 8,6.5,2.0,10,20
Gold Leaf Reino,Con Filtro,Negro,Normal,True,0.33,13.62,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Royal Blend Reino,Con Filtro,Rubio,Normal,True,1.37,3.0,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Mountain Mist Reino,Con Filtro,Rubio,Normal,True,0.79,12.75,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Ocean Breeze Reino,Sin Filtro,Rubio,Normal,False,0.6,9.27,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Urban Classic Reino,Sin Filtro,Negro,Normal,True,1.47,12.92,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Midnight Silk Reino,Con Filtro,Rubio,Normal,True,1.49,6.53,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Negro,Normal,False,0.33,3.97,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Silver Lining Reino,Con Filtro,Rubio,SuperLight,False,0.42,9.44,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Amber Haze Reino,Con Filtro,Negro,Normal,False,0.46,3.49,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Pure Essence Reino,Con Filtro,Negro,UltraLight,False,0.77,9.8,Reino Unido Tabacco Co. 9,6.5,2.0,10,20
Gold Leaf Reino,Con Filtro,Negro,Normal,True,0.85,6.07,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Royal Blend Reino,Sin Filtro,Negro,Normal,False,0.3,12.96,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Mountain Mist Reino,Sin Filtro,Negro,Normal,False,0.64,9.84,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Ocean Breeze Reino,Con Filtro,Rubio,SuperLight,False,1.34,13.34,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Urban Classic Reino,Sin Filtro,Negro,Normal,False,0.86,11.64,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Midnight Silk Reino,Con Filtro,Rubio,Light,False,1.47,3.1,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Highland Peak Reino,Sin Filtro,Negro,Normal,True,0.84,1.92,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Silver Lining Reino,Sin Filtro,Negro,Normal,True,0.42,7.67,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Amber Haze Reino,Sin Filtro,Rubio,Normal,True,1.06,5.26,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Pure Essence Reino,Con Filtro,Rubio,SuperLight,False,0.85,4.42,Reino Unido Tabacco Co. 10,6.5,2.0,10,20
Gold Leaf Alemania,Con Filtro,Rubio,Normal,True,0.92,7.28,Alemania Tabacco Co. 1,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Rubio,Normal,False,1.4,7.17,Alemania Tabacco Co. 1,6.5,2.0,10,20
Mountain Mist Alemania,Sin Filtro,Negro,Normal,True,0.94,7.54,Alemania Tabacco Co. 1,6.5,2.0,10,20
Ocean Breeze Alemania,Sin Filtro,Negro,Normal,True,1.05,3.78,Alemania Tabacco Co. 1,6.5,2.0,10,20
Urban Classic Alemania,Con Filtro,Rubio,Light,False,0.11,1.9,Alemania Tabacco Co. 1,6.5,2.0,10,20
Midnight Silk Alemania,Con Filtro,Negro,UltraLight,False,0.6,2.22,Alemania Tabacco Co. 1,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Negro,SuperLight,False,1.04,8.12,Alemania Tabacco Co. 1,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Rubio,Normal,True,1.07,11.63,Alemania Tabacco Co. 1,6.5,2.0,10,20
Amber Haze Alemania,Sin Filtro,Negro,Normal,False,1.25,6.07,Alemania Tabacco Co. 1,6.5,2.0,10,20
Pure Essence Alemania,Con Filtro,Rubio,SuperLight,False,1.29,4.13,Alemania Tabacco Co. 1,6.5,2.0,10,20
Gold Leaf Alemania,Con Filtro,Negro,Normal,True,1.45,7.55,Alemania Tabacco Co. 2,6.5,2.0,10,20
Royal Blend Alemania,Con Filtro,Rubio,Normal,False,0.54,5.58,Alemania Tabacco Co. 2,6.5,2.0,10,20
Mountain Mist Alemania,Sin Filtro,Negro,Normal,True,1.37,6.57,Alemania Tabacco Co. 2,6.5,2.0,10,20
Ocean Breeze Alemania,Sin Filtro,Negro,Normal,False,0.2,5.68,Alemania Tabacco Co. 2,6.5,2.0,10,20
Urban Classic Alemania,Con Filtro,Negro,Normal,False,0.53,10.27,Alemania Tabacco Co. 2,6.5,2.0,10,20
Midnight Silk Alemania,Sin Filtro,Negro,Normal,False,0.56,1.77,Alemania Tabacco Co. 2,6.5,2.0,10,20
Highland Peak Alemania,Sin Filtro,Rubio,Normal,True,1.35,12.77,Alemania Tabacco Co. 2,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Rubio,Normal,True,1.05,11.72,Alemania Tabacco Co. 2,6.5,2.0,10,20
Amber Haze Alemania,Sin Filtro,Rubio,Normal,False,0.6,1.27,Alemania Tabacco Co. 2,6.5,2.0,10,20
Pure Essence Alemania,Sin Filtro,Rubio,Normal,True,0.23,4.25,Alemania Tabacco Co. 2,6.5,2.0,10,20
Gold Leaf Alemania,Sin Filtro,Negro,Normal,False,0.91,13.06,Alemania Tabacco Co. 3,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Negro,Normal,True,0.61,6.49,Alemania Tabacco Co. 3,6.5,2.0,10,20
Mountain Mist Alemania,Sin Filtro,Negro,Normal,True,0.89,10.85,Alemania Tabacco Co. 3,6.5,2.0,10,20
Ocean Breeze Alemania,Con Filtro,Rubio,SuperLight,False,1.39,4.25,Alemania Tabacco Co. 3,6.5,2.0,10,20
Urban Classic Alemania,Con Filtro,Rubio,UltraLight,False,0.28,7.39,Alemania Tabacco Co. 3,6.5,2.0,10,20
Midnight Silk Alemania,Con Filtro,Negro,Light,False,0.23,3.79,Alemania Tabacco Co. 3,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Negro,Normal,True,0.79,11.43,Alemania Tabacco Co. 3,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Negro,Normal,True,0.73,12.94,Alemania Tabacco Co. 3,6.5,2.0,10,20
Amber Haze Alemania,Con Filtro,Negro,Normal,True,0.36,5.94,Alemania Tabacco Co. 3,6.5,2.0,10,20
Pure Essence Alemania,Sin Filtro,Rubio,Normal,False,1.15,13.65,Alemania Tabacco Co. 3,6.5,2.0,10,20
Gold Leaf Alemania,Con Filtro,Rubio,Normal,True,0.38,8.37,Alemania Tabacco Co. 4,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Rubio,Normal,False,0.59,8.03,Alemania Tabacco Co. 4,6.5,2.0,10,20
Mountain Mist Alemania,Con Filtro,Rubio,Normal,True,1.46,1.62,Alemania Tabacco Co. 4,6.5,2.0,10,20
Ocean Breeze Alemania,Sin Filtro,Rubio,Normal,True,1.29,4.35,Alemania Tabacco Co. 4,6.5,2.0,10,20
Urban Classic Alemania,Sin Filtro,Rubio,Normal,False,0.89,8.3,Alemania Tabacco Co. 4,6.5,2.0,10,20
Midnight Silk Alemania,Sin Filtro,Rubio,Normal,False,1.34,2.95,Alemania Tabacco Co. 4,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Negro,Normal,True,1.34,4.57,Alemania Tabacco Co. 4,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Negro,Light,False,0.44,7.82,Alemania Tabacco Co. 4,6.5,2.0,10,20
Amber Haze Alemania,Con Filtro,Negro,Normal,True,1.29,1.79,Alemania Tabacco Co. 4,6.5,2.0,10,20
Pure Essence Alemania,Sin Filtro,Rubio,Normal,False,0.45,5.92,Alemania Tabacco Co. 4,6.5,2.0,10,20
Gold Leaf Alemania,Sin Filtro,Rubio,Normal,True,1.27,4.23,Alemania Tabacco Co. 5,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Rubio,Normal,False,0.41,2.35,Alemania Tabacco Co. 5,6.5,2.0,10,20
Mountain Mist Alemania,Con Filtro,Negro,SuperLight,False,0.82,3.7,Alemania Tabacco Co. 5,6.5,2.0,10,20
Ocean Breeze Alemania,Con Filtro,Rubio,UltraLight,False,1.12,3.05,Alemania Tabacco Co. 5,6.5,2.0,10,20
Urban Classic Alemania,Con Filtro,Rubio,UltraLight,False,1.14,1.98,Alemania Tabacco Co. 5,6.5,2.0,10,20
Midnight Silk Alemania,Sin Filtro,Negro,Normal,True,0.69,7.41,Alemania Tabacco Co. 5,6.5,2.0,10,20
Highland Peak Alemania,Sin Filtro,Rubio,Normal,True,1.12,2.82,Alemania Tabacco Co. 5,6.5,2.0,10,20
Silver Lining Alemania,Sin Filtro,Rubio,Normal,False,1.08,1.61,Alemania Tabacco Co. 5,6.5,2.0,10,20
Amber Haze Alemania,Sin Filtro,Negro,Normal,False,1.49,1.35,Alemania Tabacco Co. 5,6.5,2.0,10,20
Pure Essence Alemania,Con Filtro,Negro,Normal,True,1.4,12.32,Alemania Tabacco Co. 5,6.5,2.0,10,20
Gold Leaf Alemania,Sin Filtro,Rubio,Normal,True,0.54,6.29,Alemania Tabacco Co. 6,6.5,2.0,10,20
Royal Blend Alemania,Con Filtro,Rubio,UltraLight,False,0.57,1.07,Alemania Tabacco Co. 6,6.5,2.0,10,20
Mountain Mist Alemania,Sin Filtro,Rubio,Normal,True,1.41,8.02,Alemania Tabacco Co. 6,6.5,2.0,10,20
Ocean Breeze Alemania,Con Filtro,Negro,Normal,True,0.75,7.25,Alemania Tabacco Co. 6,6.5,2.0,10,20
Urban Classic Alemania,Sin Filtro,Rubio,Normal,False,0.17,6.97,Alemania Tabacco Co. 6,6.5,2.0,10,20
Midnight Silk Alemania,Sin Filtro,Rubio,Normal,False,1.01,5.38,Alemania Tabacco Co. 6,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Rubio,Normal,True,1.42,3.74,Alemania Tabacco Co. 6,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Negro,Light,False,1.39,13.55,Alemania Tabacco Co. 6,6.5,2.0,10,20
Amber Haze Alemania,Con Filtro,Rubio,Light,False,0.42,7.64,Alemania Tabacco Co. 6,6.5,2.0,10,20
Pure Essence Alemania,Sin Filtro,Negro,Normal,True,0.63,4.78,Alemania Tabacco Co. 6,6.5,2.0,10,20
Gold Leaf Alemania,Con Filtro,Rubio,Normal,True,1.28,11.96,Alemania Tabacco Co. 7,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Negro,Normal,False,0.67,10.64,Alemania Tabacco Co. 7,6.5,2.0,10,20
Mountain Mist Alemania,Sin Filtro,Negro,Normal,False,0.15,4.22,Alemania Tabacco Co. 7,6.5,2.0,10,20
Ocean Breeze Alemania,Con Filtro,Rubio,Normal,True,1.14,11.83,Alemania Tabacco Co. 7,6.5,2.0,10,20
Urban Classic Alemania,Sin Filtro,Rubio,Normal,True,0.91,10.07,Alemania Tabacco Co. 7,6.5,2.0,10,20
Midnight Silk Alemania,Con Filtro,Negro,Light,False,1.31,4.27,Alemania Tabacco Co. 7,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Negro,Normal,True,0.13,5.12,Alemania Tabacco Co. 7,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Rubio,UltraLight,False,0.15,6.03,Alemania Tabacco Co. 7,6.5,2.0,10,20
Amber Haze Alemania,Con Filtro,Negro,Normal,True,1.09,4.83,Alemania Tabacco Co. 7,6.5,2.0,10,20
Pure Essence Alemania,Sin Filtro,Negro,Normal,False,0.92,11.68,Alemania Tabacco Co. 7,6.5,2.0,10,20
Gold Leaf Alemania,Sin Filtro,Negro,Normal,False,1.45,13.7,Alemania Tabacco Co. 8,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Rubio,Normal,True,1.28,1.15,Alemania Tabacco Co. 8,6.5,2.0,10,20
Mountain Mist Alemania,Con Filtro,Rubio,Normal,True,1.4,9.1,Alemania Tabacco Co. 8,6.5,2.0,10,20
Ocean Breeze Alemania,Con Filtro,Rubio,SuperLight,False,1.44,1.29,Alemania Tabacco Co. 8,6.5,2.0,10,20
Urban Classic Alemania,Con Filtro,Rubio,UltraLight,False,1.36,5.98,Alemania Tabacco Co. 8,6.5,2.0,10,20
Midnight Silk Alemania,Sin Filtro,Rubio,Normal,False,1.18,4.88,Alemania Tabacco Co. 8,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Rubio,Normal,True,1.21,6.56,Alemania Tabacco Co. 8,6.5,2.0,10,20
Silver Lining Alemania,Con Filtro,Negro,Normal,True,0.14,10.66,Alemania Tabacco Co. 8,6.5,2.0,10,20
Amber Haze Alemania,Sin Filtro,Rubio,Normal,False,0.25,10.12,Alemania Tabacco Co. 8,6.5,2.0,10,20
Pure Essence Alemania,Con Filtro,Negro,Normal,True,0.24,12.87,Alemania Tabacco Co. 8,6.5,2.0,10,20
Gold Leaf Alemania,Con Filtro,Rubio,Normal,False,0.45,10.88,Alemania Tabacco Co. 9,6.5,2.0,10,20
Royal Blend Alemania,Sin Filtro,Negro,Normal,True,0.67,3.45,Alemania Tabacco Co. 9,6.5,2.0,10,20
Mountain Mist Alemania,Con Filtro,Rubio,Normal,False,1.18,6.77,Alemania Tabacco Co. 9,6.5,2.0,10,20
Ocean Breeze Alemania,Sin Filtro,Negro,Normal,False,0.87,12.13,Alemania Tabacco Co. 9,6.5,2.0,10,20
Urban Classic Alemania,Sin Filtro,Negro,Normal,False,1.44,12.45,Alemania Tabacco Co. 9,6.5,2.0,10,20
Midnight Silk Alemania,Sin Filtro,Negro,Normal,True,0.53,5.7,Alemania Tabacco Co. 9,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Negro,Light,False,0.28,1.28,Alemania Tabacco Co. 9,6.5,2.0,10,20
Silver Lining Alemania,Sin Filtro,Negro,Normal,False,0.86,5.19,Alemania Tabacco Co. 9,6.5,2.0,10,20
Amber Haze Alemania,Sin Filtro,Negro,Normal,True,0.27,3.19,Alemania Tabacco Co. 9,6.5,2.0,10,20
Pure Essence Alemania,Sin Filtro,Rubio,Normal,False,0.81,6.4,Alemania Tabacco Co. 9,6.5,2.0,10,20
Gold Leaf Alemania,Con Filtro,Negro,Light,False,1.27,1.34,Alemania Tabacco Co. 10,6.5,2.0,10,20
Royal Blend Alemania,Con Filtro,Negro,Normal,True,0.51,6.09,Alemania Tabacco Co. 10,6.5,2.0,10,20
Mountain Mist Alemania,Con Filtro,Rubio,Light,False,1.31,7.27,Alemania Tabacco Co. 10,6.5,2.0,10,20
Ocean Breeze Alemania,Con Filtro,Negro,Normal,True,0.34,5.56,Alemania Tabacco Co. 10,6.5,2.0,10,20
Urban Classic Alemania,Sin Filtro,Negro,Normal,True,0.63,13.65,Alemania Tabacco Co. 10,6.5,2.0,10,20
Midnight Silk Alemania,Con Filtro,Negro,Normal,True,0.91,12.32,Alemania Tabacco Co. 10,6.5,2.0,10,20
Highland Peak Alemania,Con Filtro,Rubio,Normal,True,1.2,6.91,Alemania Tabacco Co. 10,6.5,2.0,10,20
Silver Lining Alemania,Sin Filtro,Negro,Normal,True,0.31,8.29,Alemania Tabacco Co. 10,6.5,2.0,10,20
Amber Haze Alemania,Sin Filtro,Negro,Normal,False,0.25,8.12,Alemania Tabacco Co. 10,6.5,2.0,10,20
Pure Essence Alemania,Con Filtro,Rubio,UltraLight,False,0.11,11.82,Alemania Tabacco Co. 10,6.5,2.0,10,20
Gold Leaf Japon,Con Filtro,Negro,Normal,True,1.27,11.41,Japon Tabacco Co. 1,6.5,2.0,10,20
Royal Blend Japon,Sin Filtro,Negro,Normal,False,0.41,10.78,Japon Tabacco Co. 1,6.5,2.0,10,20
Mountain Mist Japon,Con Filtro,Negro,UltraLight,False,0.43,11.72,Japon Tabacco Co. 1,6.5,2.0,10,20
Ocean Breeze Japon,Con Filtro,Negro,Normal,True,1.31,13.31,Japon Tabacco Co. 1,6.5,2.0,10,20
Urban Classic Japon,Con Filtro,Negro,Normal,True,1.2,2.49,Japon Tabacco Co. 1,6.5,2.0,10,20
Midnight Silk Japon,Con Filtro,Rubio,Normal,True,0.78,2.38,Japon Tabacco Co. 1,6.5,2.0,10,20
Highland Peak Japon,Con Filtro,Negro,Light,False,0.27,6.55,Japon Tabacco Co. 1,6.5,2.0,10,20
Silver Lining Japon,Sin Filtro,Rubio,Normal,True,0.81,9.1,Japon Tabacco Co. 1,6.5,2.0,10,20
Amber Haze Japon,Sin Filtro,Negro,Normal,False,0.64,10.21,Japon Tabacco Co. 1,6.5,2.0,10,20
Pure Essence Japon,Sin Filtro,Negro,Normal,True,0.32,1.53,Japon Tabacco Co. 1,6.5,2.0,10,20
Gold Leaf Japon,Sin Filtro,Negro,Normal,False,1.06,7.97,Japon Tabacco Co. 2,6.5,2.0,10,20
Royal Blend Japon,Sin Filtro,Rubio,Normal,False,0.74,13.07,Japon Tabacco Co. 2,6.5,2.0,10,20
Mountain Mist Japon,Con Filtro,Negro,Normal,True,0.26,11.98,Japon Tabacco Co. 2,6.5,2.0,10,20
Ocean Breeze Japon,Sin Filtro,Rubio,Normal,False,0.42,4.59,Japon Tabacco Co. 2,6.5,2.0,10,20
Urban Classic Japon,Sin Filtro,Negro,Normal,False,0.12,12.61,Japon Tabacco Co. 2,6.5,2.0,10,20
Midnight Silk Japon,Con Filtro,Negro,UltraLight,False,1.43,7.44,Japon Tabacco Co. 2,6.5,2.0,10,20
Highland Peak Japon,Con Filtro,Negro,Light,False,0.68,6.16,Japon Tabacco Co. 2,6.5,2.0,10,20
Silver Lining Japon,Sin Filtro,Rubio,Normal,False,1.48,6.59,Japon Tabacco Co. 2,6.5,2.0,10,20
Amber Haze Japon,Sin Filtro,Negro,Normal,True,0.27,5.95,Japon Tabacco Co. 2,6.5,2.0,10,20
Pure Essence Japon,Sin Filtro,Negro,Normal,True,1.08,3.89,Japon Tabacco Co. 2,6.5,2.0,10,20
Gold Leaf Japon,Sin Filtro,Rubio,Normal,True,1.03,10.57,Japon Tabacco Co. 3,6.5,2.0,10,20
Royal Blend Japon,Sin Filtro,Negro,Normal,True,1.45,8.39,Japon Tabacco Co. 3,6.5,2.0,10,20
Mountain Mist Japon,Sin Filtro,Negro,Normal,True,0.26,5.5,Japon Tabacco Co. 3,6.5,2.0,10,20
Ocean Breeze Japon,Con Filtro,Rubio,Normal,True,1.06,12.91,Japon Tabacco Co. 3,6.5,2.0,10,20
Urban Classic Japon,Con Filtro,Rubio,Normal,True,1.33,3.41,Japon Tabacco Co. 3,6.5,2.0,10,20
Midnight Silk Japon,Con Filtro,Negro,Normal,True,1.29,6.34,Japon Tabacco Co. 3,6.5,2.0,10,20
Highland Peak Japon,Con Filtro,Rubio,Normal,True,1.01,12.29,Japon Tabacco Co. 3,6.5,2.0,10,20
Silver Lining Japon,Con Filtro,Rubio,Normal,True,0.84,3.58,Japon Tabacco Co. 3,6.5,2.0,10,20
Amber Haze Japon,Con Filtro,Negro,Normal,True,1.48,7.81,Japon Tabacco Co. 3,6.5,2.0,10,20
Pure Essence Japon,Con Filtro,Negro,UltraLight,False,0.8,5.97,Japon Tabacco Co. 3,6.5,2.0,10,20
Gold Leaf Japon,Sin Filtro,Negro,Normal,True,1.19,1.19,Japon Tabacco Co. 4,6.5,2.0,10,20
Royal Blend Japon,Sin Filtro,Negro,Normal,False,1.04,9.14,Japon Tabacco Co. 4,6.5,2.0,10,20
Mountain Mist Japon,Sin Filtro,Negro,Normal,True,1.28,6.79,Japon Tabacco Co. 4,6.5,2.0,10,20
Ocean Breeze Japon,Sin Filtro,Negro,Normal,True,0.93,11.27,Japon Tabacco Co. 4,6.5,2.0,10,20
Urban Classic Japon,Con Filtro,Negro,Light,False,0.62,10.13,Japon Tabacco Co. 4,6.5,2.0,10,20
